,reward,mailer_type,income_level,n_bank_accounts_open,overdraft_protection,credit_rating,n_credit_cards_held,n_homes_owned,household_size,own_your_home,average_balance,q1_balance,q2_balance,q3_balance,q4_balance,offer_accepted
4181,Air Miles,Postcard,High,1,No,High,2,1,3,Yes,1081.25,230.0,1591.0,2008.0,496.0,No
12433,Points,Postcard,Low,2,No,Low,2,1,4,No,946.5,1732.0,1281.0,672.0,101.0,No
52,Points,Letter,Medium,1,No,Medium,1,1,4,No,1145.5,198.0,1671.0,1573.0,1140.0,No
10128,Cash Back,Letter,Medium,3,No,Medium,2,1,3,Yes,709.5,629.0,861.0,613.0,735.0,No
4516,Points,Letter,Low,1,No,Medium,1,1,3,No,1047.0,1329.0,930.0,1083.0,846.0,No
7299,Cash Back,Letter,Low,1,No,Medium,2,1,5,Yes,334.0,485.0,344.0,12.0,495.0,No
13656,Points,Letter,High,1,No,High,2,1,4,Yes,1042.75,1559.0,1227.0,921.0,464.0,No
13439,Air Miles,Postcard,Medium,2,No,Medium,2,3,3,Yes,1276.5,66.0,1218.0,1627.0,2195.0,No
16980,Points,Letter,Medium,1,Yes,Medium,1,1,3,Yes,783.75,967.0,578.0,649.0,941.0,No
6988,Points,Postcard,Low,1,No,Medium,1,1,3,Yes,1124.5,51.0,1268.0,1216.0,1963.0,No
12323,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,539.5,118.0,457.0,1092.0,491.0,No
15001,Points,Postcard,Medium,2,No,Medium,3,2,4,Yes,184.0,85.0,471.0,98.0,82.0,No
10153,Air Miles,Postcard,Low,1,No,Medium,3,2,4,Yes,848.0,1501.0,1108.0,780.0,3.0,No
4334,Points,Letter,High,1,No,Medium,2,1,5,Yes,1015.5,157.0,480.0,1485.0,1940.0,No
6655,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,1069.75,1429.0,1181.0,684.0,985.0,No
12872,Points,Letter,Medium,1,No,High,2,2,3,Yes,172.25,12.0,304.0,134.0,239.0,No
13930,Cash Back,Letter,Low,1,No,Low,1,1,2,No,1177.5,375.0,1170.0,1983.0,1182.0,No
329,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,1107.0,1769.0,932.0,871.0,856.0,No
12664,Points,Postcard,High,1,No,Medium,2,1,2,Yes,932.25,1300.0,1017.0,1080.0,332.0,No
7625,Cash Back,Postcard,Medium,1,Yes,High,3,1,4,Yes,936.75,1726.0,1177.0,594.0,250.0,No
9502,Air Miles,Letter,Medium,2,No,Medium,1,3,3,No,963.0,231.0,1457.0,1199.0,965.0,No
6294,Air Miles,Letter,High,1,No,High,1,1,2,No,1198.25,1021.0,871.0,1733.0,1168.0,No
15246,Cash Back,Letter,Low,1,No,Medium,3,1,4,No,1065.25,1686.0,1687.0,829.0,59.0,No
12183,Cash Back,Postcard,Low,1,Yes,High,1,1,5,Yes,1016.75,663.0,993.0,1203.0,1208.0,No
4614,Points,Postcard,Medium,1,No,High,1,1,4,No,950.0,1564.0,1292.0,868.0,76.0,No
17614,Cash Back,Letter,Medium,1,No,Medium,2,1,3,No,189.75,8.0,202.0,407.0,142.0,No
3966,Air Miles,Letter,High,1,No,Medium,2,2,4,Yes,1110.5,339.0,1345.0,912.0,1846.0,No
15620,Points,Letter,Medium,1,Yes,Low,1,2,4,Yes,1253.0,393.0,1374.0,2101.0,1144.0,No
14278,Points,Letter,High,2,No,Medium,1,1,3,Yes,1414.5,118.0,1570.0,2285.0,1685.0,No
496,Air Miles,Letter,Medium,2,No,High,2,1,4,No,1153.75,900.0,498.0,1194.0,2023.0,No
15493,Points,Postcard,Low,1,No,High,3,1,4,Yes,165.75,376.0,86.0,37.0,164.0,No
6166,Cash Back,Postcard,Low,1,No,High,1,1,4,No,928.25,535.0,401.0,1556.0,1221.0,No
6251,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,747.25,830.0,538.0,739.0,882.0,No
16455,Air Miles,Letter,Low,1,Yes,High,2,2,5,Yes,1102.75,125.0,1453.0,1791.0,1042.0,No
13361,Points,Letter,Low,2,Yes,High,1,1,3,Yes,1349.25,1466.0,1672.0,1169.0,1090.0,No
13498,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,No,412.5,319.0,478.0,451.0,402.0,No
11719,Points,Letter,Low,1,No,High,1,1,4,Yes,1343.25,1476.0,968.0,1178.0,1751.0,No
4481,Cash Back,Postcard,Medium,2,No,Low,1,2,3,No,287.75,495.0,110.0,75.0,471.0,No
17639,Air Miles,Letter,Medium,2,Yes,Medium,3,1,2,Yes,795.5,765.0,751.0,922.0,744.0,No
6354,Points,Postcard,Medium,1,No,High,3,1,3,Yes,866.0,941.0,568.0,1267.0,688.0,No
899,Points,Postcard,High,1,No,Low,2,1,6,Yes,275.75,67.0,276.0,434.0,326.0,No
8921,Points,Letter,Medium,1,No,Low,1,1,5,Yes,924.5,1664.0,1009.0,535.0,490.0,No
11141,Air Miles,Postcard,Medium,1,No,Medium,3,2,3,Yes,1157.5,952.0,1732.0,1417.0,529.0,No
16193,Air Miles,Letter,High,2,No,High,2,1,2,Yes,1028.0,835.0,410.0,1669.0,1198.0,Yes
16337,Air Miles,Postcard,Medium,1,No,High,2,1,2,No,248.75,490.0,136.0,213.0,156.0,No
13365,Cash Back,Letter,Low,1,No,Medium,3,1,3,Yes,1022.5,206.0,1248.0,1932.0,704.0,No
16749,Points,Letter,Medium,1,Yes,High,2,1,2,Yes,771.25,674.0,711.0,738.0,962.0,No
12908,Cash Back,Letter,High,1,No,Medium,1,1,2,Yes,74.5,4.0,188.0,21.0,85.0,No
16442,Air Miles,Letter,High,2,No,High,1,3,2,No,758.75,118.0,561.0,1102.0,1254.0,No
16750,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,837.0,237.0,1011.0,1190.0,910.0,No
1177,Cash Back,Postcard,Low,2,No,Low,2,2,2,Yes,1329.25,884.0,1725.0,2077.0,631.0,No
529,Air Miles,Postcard,Medium,2,No,Low,2,2,6,Yes,1039.0,216.0,1432.0,1595.0,913.0,No
2649,Cash Back,Letter,Low,2,No,High,3,1,5,Yes,749.0,562.0,826.0,924.0,684.0,No
8560,Cash Back,Letter,Medium,1,No,Medium,2,2,3,Yes,926.75,1677.0,1210.0,715.0,105.0,No
7324,Cash Back,Postcard,Low,1,No,Medium,3,1,3,No,1067.25,293.0,1594.0,1677.0,705.0,No
8838,Air Miles,Postcard,High,1,No,Low,2,1,5,No,1141.25,1908.0,1470.0,698.0,489.0,No
6110,Air Miles,Postcard,Medium,2,No,Low,2,1,4,No,203.75,99.0,423.0,136.0,157.0,No
9447,Cash Back,Letter,High,1,No,Low,1,1,3,Yes,1037.5,1976.0,1126.0,894.0,154.0,No
3198,Points,Letter,High,2,No,High,1,2,4,No,1225.0,984.0,951.0,2069.0,896.0,No
16423,Points,Postcard,Low,2,Yes,Low,1,1,4,No,1467.75,935.0,1072.0,1680.0,2184.0,Yes
11133,Air Miles,Postcard,Low,1,No,Medium,3,1,5,Yes,952.75,111.0,1772.0,1248.0,680.0,No
1301,Points,Letter,Medium,2,No,Low,1,1,3,Yes,1102.0,317.0,1414.0,1793.0,884.0,No
11701,Points,Postcard,Medium,1,No,Low,1,1,3,No,1112.75,1982.0,1310.0,742.0,417.0,No
10325,Cash Back,Letter,High,1,No,Medium,2,1,3,Yes,896.0,801.0,830.0,997.0,956.0,No
17591,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,989.0,360.0,414.0,1302.0,1880.0,No
16311,Air Miles,Letter,Medium,1,Yes,High,2,1,2,No,1280.75,980.0,1606.0,1425.0,1112.0,No
12203,Cash Back,Letter,Low,1,No,Medium,1,2,4,Yes,768.0,658.0,698.0,831.0,885.0,No
5755,Air Miles,Letter,Medium,1,No,Medium,2,2,3,No,779.75,689.0,861.0,693.0,876.0,No
15742,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,916.25,14.0,1423.0,1717.0,511.0,No
13354,Points,Letter,Medium,1,Yes,Low,2,1,2,No,735.0,99.0,1167.0,1239.0,435.0,No
16601,Points,Letter,Medium,1,Yes,Medium,3,1,6,Yes,1358.25,820.0,1388.0,1562.0,1663.0,No
313,Cash Back,Letter,Medium,1,No,High,2,2,2,Yes,1148.25,1901.0,1486.0,915.0,291.0,No
5749,Cash Back,Postcard,High,1,No,High,1,2,2,Yes,699.5,543.0,904.0,510.0,841.0,No
9546,Points,Letter,High,1,No,High,3,1,4,Yes,298.5,278.0,429.0,112.0,375.0,No
15819,Air Miles,Letter,High,1,No,Low,1,1,3,Yes,672.5,681.0,587.0,792.0,630.0,No
16198,Cash Back,Letter,Medium,1,No,Medium,4,2,2,No,1273.75,750.0,650.0,1624.0,2071.0,No
3956,Points,Postcard,Medium,1,No,Medium,1,1,5,Yes,1208.75,626.0,1263.0,1071.0,1875.0,No
10712,Air Miles,Letter,Medium,1,No,Medium,2,1,3,Yes,295.5,241.0,439.0,391.0,111.0,No
13014,Air Miles,Postcard,Low,1,No,Low,2,2,3,No,1376.0,918.0,1572.0,1692.0,1322.0,No
10570,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,1255.75,725.0,409.0,2291.0,1598.0,No
14402,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,961.5,1749.0,1339.0,545.0,213.0,No
10245,Points,Letter,High,1,No,High,1,1,3,Yes,947.75,754.0,1042.0,1231.0,764.0,No
5588,Air Miles,Postcard,Medium,1,No,Medium,2,1,1,Yes,1003.25,644.0,939.0,1447.0,983.0,No
12873,Points,Postcard,Low,1,No,Medium,3,2,4,Yes,1338.25,1455.0,876.0,1550.0,1472.0,No
3285,Cash Back,Postcard,High,1,No,Low,2,1,3,No,708.75,975.0,638.0,589.0,633.0,No
16264,Points,Letter,Low,1,No,Low,1,1,3,Yes,1217.75,1846.0,1746.0,1046.0,233.0,Yes
12889,Points,Postcard,Medium,2,No,Low,1,1,4,No,208.5,158.0,118.0,184.0,374.0,No
11785,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,1031.25,1917.0,1294.0,545.0,369.0,No
4479,Air Miles,Letter,Low,1,No,Low,1,1,3,No,1039.5,379.0,1093.0,2051.0,635.0,Yes
15014,Points,Letter,Medium,1,No,High,1,1,4,No,965.25,1632.0,1151.0,844.0,234.0,No
8306,Points,Letter,High,1,No,Medium,1,1,3,Yes,695.25,899.0,612.0,676.0,594.0,No
6989,Air Miles,Letter,Medium,2,No,High,3,1,3,Yes,976.25,780.0,535.0,1053.0,1537.0,No
405,Air Miles,Postcard,Medium,1,No,High,2,2,4,Yes,1041.0,712.0,850.0,1873.0,729.0,No
4861,Points,Letter,Medium,1,No,Medium,1,1,5,Yes,806.25,735.0,931.0,620.0,939.0,No
13801,Air Miles,Postcard,Medium,1,No,Medium,2,1,5,Yes,347.75,175.0,313.0,487.0,416.0,No
5188,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,1436.75,1396.0,1356.0,2190.0,805.0,No
15545,Air Miles,Letter,Medium,1,No,High,2,1,5,No,1093.5,1527.0,1394.0,957.0,496.0,No
2842,Cash Back,Postcard,Medium,1,No,Low,3,1,1,No,785.5,64.0,1159.0,1110.0,809.0,No
3311,Cash Back,Letter,High,1,No,Medium,1,1,4,No,1663.0,1590.0,1617.0,1682.0,1763.0,No
4859,Cash Back,Letter,Medium,1,No,High,2,2,5,Yes,999.75,1685.0,1251.0,767.0,296.0,No
3175,Air Miles,Postcard,Medium,2,No,Medium,2,1,5,Yes,858.5,975.0,984.0,891.0,584.0,No
962,Points,Letter,Low,2,No,Low,2,2,2,Yes,786.5,565.0,826.0,893.0,862.0,No
3284,Cash Back,Letter,Medium,2,No,Medium,1,1,4,Yes,743.5,617.0,983.0,612.0,762.0,No
11858,Points,Letter,Medium,1,No,Medium,2,3,4,No,750.75,978.0,685.0,656.0,684.0,No
9244,Air Miles,Postcard,Medium,1,No,Low,2,2,4,Yes,994.75,2013.0,809.0,406.0,751.0,No
9779,Points,Postcard,Medium,1,No,High,3,1,5,No,984.25,1786.0,1197.0,811.0,143.0,No
7609,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,955.25,1767.0,1277.0,628.0,149.0,No
2297,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,1119.5,426.0,801.0,1641.0,1610.0,No
8406,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,989.25,1810.0,1351.0,791.0,5.0,No
11323,Points,Letter,Low,1,No,Medium,3,1,5,Yes,373.5,360.0,498.0,208.0,428.0,No
3765,Cash Back,Letter,Medium,2,No,Medium,2,1,3,No,941.75,1593.0,1184.0,878.0,112.0,No
2595,Air Miles,Postcard,Medium,1,No,High,1,1,2,No,945.5,341.0,765.0,1122.0,1554.0,No
16331,Points,Postcard,Medium,1,No,Low,3,1,5,No,193.5,368.0,64.0,248.0,94.0,No
2569,Points,Postcard,High,1,Yes,High,2,1,5,Yes,1019.5,1668.0,1290.0,936.0,184.0,No
2924,Air Miles,Postcard,Medium,1,No,Medium,2,3,4,Yes,1033.0,1228.0,1049.0,1034.0,821.0,No
10806,Points,Letter,Low,1,No,High,1,1,3,Yes,1191.25,2000.0,1554.0,554.0,657.0,No
12702,Cash Back,Postcard,Low,1,No,Low,2,1,6,No,1237.5,1855.0,1729.0,808.0,558.0,No
17174,Points,Postcard,Medium,1,No,Medium,2,2,5,Yes,310.25,139.0,314.0,434.0,354.0,No
15461,Points,Postcard,Medium,1,No,Medium,2,1,3,No,954.75,37.0,837.0,1779.0,1166.0,No
16133,Cash Back,Postcard,Medium,3,No,Low,2,1,5,Yes,1038.5,1874.0,1046.0,928.0,306.0,No
14567,Points,Postcard,Medium,2,No,High,2,1,3,No,985.75,655.0,1232.0,1345.0,711.0,No
4444,Cash Back,Letter,Medium,1,No,Low,2,1,4,No,823.5,941.0,752.0,832.0,769.0,No
1706,Cash Back,Letter,Medium,1,No,High,2,1,5,Yes,919.75,1533.0,1122.0,782.0,242.0,No
15159,Air Miles,Letter,Medium,1,No,Medium,2,1,4,Yes,1324.25,2187.0,1052.0,1388.0,670.0,No
14288,Cash Back,Postcard,High,1,No,Medium,1,1,5,Yes,1231.0,1017.0,1703.0,1650.0,554.0,No
15157,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,1143.75,468.0,535.0,1606.0,1966.0,No
14484,Cash Back,Postcard,High,2,No,Low,1,1,4,No,967.75,107.0,1581.0,823.0,1360.0,No
8828,Air Miles,Postcard,Medium,1,No,High,1,2,2,Yes,1123.25,936.0,598.0,1515.0,1444.0,No
4731,Points,Letter,High,1,No,High,1,1,3,Yes,1301.5,454.0,1756.0,1764.0,1232.0,No
4520,Air Miles,Letter,Medium,1,Yes,High,2,1,5,No,104.5,62.0,232.0,114.0,10.0,No
10637,Points,Postcard,Low,2,No,Medium,2,1,4,Yes,938.5,1251.0,752.0,1126.0,625.0,No
17896,Points,Postcard,Low,1,No,Low,1,1,2,Yes,1011.25,1411.0,1526.0,1024.0,84.0,Yes
12878,Air Miles,Letter,Medium,1,No,Medium,1,1,2,No,1008.25,8.0,1360.0,1892.0,773.0,No
10776,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,800.5,129.0,618.0,1902.0,553.0,Yes
15880,Air Miles,Postcard,High,1,No,Low,2,1,5,Yes,1214.0,181.0,1744.0,1806.0,1125.0,No
462,Air Miles,Letter,Low,1,No,Low,1,1,3,Yes,900.75,1287.0,947.0,1115.0,254.0,No
4202,Air Miles,Letter,Medium,2,No,Medium,2,1,4,Yes,283.5,158.0,405.0,339.0,232.0,No
6896,Points,Postcard,High,2,No,Low,1,1,5,Yes,1078.0,1847.0,1336.0,926.0,203.0,No
11047,Cash Back,Postcard,Low,1,No,Low,1,1,2,No,944.75,710.0,792.0,873.0,1404.0,Yes
889,Air Miles,Letter,Medium,1,No,Low,1,1,5,Yes,1145.75,101.0,1490.0,1801.0,1191.0,No
13027,Cash Back,Postcard,Medium,1,Yes,High,2,1,4,No,643.5,806.0,524.0,539.0,705.0,No
15503,Points,Letter,High,1,Yes,Low,2,1,3,Yes,310.75,197.0,488.0,242.0,316.0,No
7594,Cash Back,Letter,Medium,1,No,Medium,3,1,4,Yes,1000.0,1942.0,1237.0,667.0,154.0,No
14608,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,269.0,208.0,252.0,306.0,310.0,No
16065,Points,Postcard,Medium,2,No,Low,2,1,3,Yes,969.75,1656.0,1261.0,844.0,118.0,No
8460,Points,Postcard,High,1,No,Low,2,1,4,No,1055.25,1248.0,1693.0,739.0,541.0,No
10135,Cash Back,Postcard,Medium,1,Yes,Medium,1,1,3,Yes,741.25,797.0,903.0,729.0,536.0,No
16300,Cash Back,Letter,Low,1,No,Low,1,1,2,Yes,132.25,41.0,167.0,193.0,128.0,No
12337,Cash Back,Letter,High,2,No,High,2,1,5,Yes,1021.5,475.0,1045.0,1239.0,1327.0,No
7504,Points,Postcard,Low,1,No,High,2,2,2,Yes,1186.25,1627.0,1379.0,1214.0,525.0,No
2365,Points,Letter,High,1,Yes,High,2,1,2,Yes,1057.25,1858.0,1286.0,751.0,334.0,No
12377,Cash Back,Letter,Medium,1,No,Medium,2,1,2,Yes,774.25,519.0,453.0,892.0,1233.0,No
8740,Cash Back,Letter,Medium,3,No,High,2,1,3,Yes,185.0,113.0,367.0,95.0,165.0,No
14386,Points,Letter,Medium,1,No,Low,2,2,2,Yes,264.25,447.0,161.0,201.0,248.0,No
16017,Air Miles,Letter,Low,1,Yes,Low,2,1,2,Yes,1151.0,2115.0,1624.0,598.0,267.0,No
15364,Air Miles,Letter,Medium,1,No,Medium,3,1,4,Yes,1036.5,1933.0,1170.0,891.0,152.0,No
13330,Cash Back,Postcard,Medium,1,No,High,1,2,4,Yes,1073.75,792.0,1097.0,1667.0,739.0,No
6714,Points,Postcard,High,1,No,Low,2,2,2,Yes,1041.0,1942.0,1604.0,533.0,85.0,No
6504,Cash Back,Postcard,Medium,1,No,High,1,1,3,Yes,665.0,795.0,666.0,544.0,655.0,No
8761,Air Miles,Letter,Medium,1,No,Medium,1,1,4,No,1080.5,830.0,1248.0,1185.0,1059.0,No
3913,Cash Back,Letter,High,2,No,High,3,1,2,Yes,925.25,524.0,906.0,1496.0,775.0,No
7908,Air Miles,Postcard,High,1,No,Medium,1,1,5,Yes,969.25,188.0,1024.0,1548.0,1117.0,No
5341,Points,Letter,Medium,2,No,Medium,1,1,5,No,321.0,228.0,198.0,454.0,404.0,No
9388,Air Miles,Letter,High,1,No,Low,2,2,4,Yes,991.75,2089.0,1060.0,472.0,346.0,No
11678,Air Miles,Letter,High,2,Yes,Low,2,1,4,Yes,196.0,51.0,112.0,305.0,316.0,No
13654,Air Miles,Letter,High,1,No,Low,1,1,4,Yes,319.25,234.0,435.0,353.0,255.0,No
4562,Air Miles,Letter,Medium,1,No,High,1,1,1,Yes,269.25,167.0,202.0,477.0,231.0,No
13456,Air Miles,Postcard,Medium,2,Yes,Low,1,1,4,Yes,720.75,812.0,753.0,613.0,705.0,No
3059,Points,Letter,Medium,1,No,Medium,3,2,3,No,1123.0,1921.0,1416.0,777.0,378.0,No
15925,Air Miles,Letter,High,2,No,Low,2,1,5,Yes,185.25,361.0,9.0,266.0,105.0,No
13382,Air Miles,Letter,Medium,2,No,Low,2,1,2,No,719.0,965.0,502.0,622.0,787.0,No
3512,Cash Back,Postcard,High,1,No,Low,3,1,2,Yes,1197.75,1533.0,1304.0,1005.0,949.0,No
17260,Air Miles,Postcard,High,2,No,High,2,1,3,Yes,1021.5,574.0,838.0,841.0,1833.0,No
11941,Air Miles,Letter,Medium,2,No,Low,3,1,3,Yes,927.5,274.0,538.0,835.0,2063.0,No
3301,Air Miles,Postcard,High,1,No,High,1,1,4,Yes,1036.0,1861.0,1118.0,986.0,179.0,No
12513,Cash Back,Postcard,Medium,3,No,High,2,1,4,Yes,781.0,614.0,883.0,866.0,761.0,No
16921,Points,Letter,Medium,1,No,Medium,2,2,2,Yes,1115.75,1366.0,1684.0,980.0,433.0,No
11104,Points,Letter,High,2,Yes,Medium,2,1,3,Yes,907.0,1542.0,1396.0,680.0,10.0,No
6009,Cash Back,Postcard,Low,1,No,Medium,1,1,2,No,801.5,933.0,674.0,623.0,976.0,No
61,Cash Back,Letter,Medium,1,No,High,2,1,2,Yes,1147.25,2189.0,970.0,1362.0,68.0,No
734,Points,Postcard,Medium,2,No,Medium,2,1,2,Yes,1341.5,953.0,876.0,1699.0,1838.0,No
17993,Points,Letter,Low,1,No,Low,3,1,4,Yes,925.5,1570.0,1432.0,589.0,111.0,No
1443,Points,Postcard,Low,1,No,High,2,1,1,No,991.75,1751.0,1362.0,509.0,345.0,No
11307,Points,Postcard,High,1,No,High,1,1,2,No,351.0,320.0,237.0,385.0,462.0,No
5680,Points,Postcard,Low,1,No,Medium,1,1,1,Yes,1487.5,1036.0,1229.0,1584.0,2101.0,No
1098,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,775.75,61.0,1300.0,1286.0,456.0,No
2298,Cash Back,Postcard,Low,1,No,High,1,1,4,Yes,1193.25,962.0,966.0,825.0,2020.0,No
5982,Points,Letter,Medium,1,Yes,Medium,1,2,2,Yes,1197.0,411.0,665.0,1594.0,2118.0,No
6626,Air Miles,Letter,Medium,2,No,Low,2,1,3,Yes,898.5,1695.0,1030.0,630.0,239.0,No
4930,Points,Letter,Low,2,No,High,4,1,3,Yes,738.25,605.0,826.0,665.0,857.0,No
15929,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,747.75,660.0,668.0,872.0,791.0,No
9513,Cash Back,Postcard,Medium,2,No,High,1,2,6,No,833.5,514.0,964.0,900.0,956.0,No
1369,Points,Letter,Low,1,Yes,High,1,1,4,No,803.5,507.0,837.0,976.0,894.0,No
8860,Cash Back,Postcard,Medium,2,Yes,Low,2,1,3,No,738.0,938.0,901.0,587.0,526.0,No
10363,Air Miles,Letter,Medium,2,No,High,2,1,4,No,919.5,712.0,531.0,941.0,1494.0,No
5516,Cash Back,Letter,Low,1,No,Medium,2,1,5,Yes,288.75,440.0,498.0,118.0,99.0,No
11114,Points,Postcard,Medium,1,No,High,1,1,5,No,741.75,759.0,687.0,617.0,904.0,No
9805,Air Miles,Postcard,Low,2,No,Medium,2,2,3,Yes,973.5,585.0,1194.0,1451.0,664.0,No
3871,Air Miles,Postcard,Low,2,No,Low,1,2,2,No,980.75,1976.0,1138.0,696.0,113.0,Yes
5291,Points,Postcard,High,1,No,High,1,1,3,No,1179.5,1639.0,1216.0,1082.0,781.0,No
499,Cash Back,Letter,Medium,1,No,Low,2,2,2,Yes,1070.75,1786.0,1144.0,877.0,476.0,No
4048,Air Miles,Postcard,High,2,Yes,High,4,1,4,Yes,885.0,33.0,765.0,1130.0,1612.0,No
10099,Cash Back,Postcard,High,1,No,Low,3,1,2,Yes,1042.0,1556.0,1410.0,665.0,537.0,No
7753,Points,Letter,Medium,1,Yes,High,2,1,5,Yes,1400.75,925.0,990.0,1515.0,2173.0,No
13234,Air Miles,Postcard,Medium,2,No,Medium,2,1,2,No,158.25,183.0,172.0,142.0,136.0,No
10657,Cash Back,Letter,Medium,1,No,Low,1,2,3,Yes,885.25,77.0,1194.0,1270.0,1000.0,No
11493,Points,Postcard,High,1,Yes,Low,2,1,3,Yes,1029.75,1739.0,1144.0,801.0,435.0,No
3360,Cash Back,Postcard,Medium,1,No,Medium,3,1,4,No,1173.25,728.0,1112.0,1651.0,1202.0,No
5035,Points,Postcard,Medium,2,No,Medium,1,1,4,Yes,989.5,1865.0,1101.0,677.0,315.0,No
15706,Points,Postcard,Low,2,No,Low,2,1,3,Yes,758.25,631.0,979.0,760.0,663.0,No
17128,Points,Postcard,Medium,1,No,Low,3,1,4,Yes,1282.25,620.0,970.0,1630.0,1909.0,No
5868,Points,Postcard,Medium,2,Yes,Medium,3,1,3,No,1125.0,65.0,1444.0,1875.0,1116.0,No
6033,Cash Back,Letter,Low,1,No,Low,3,1,2,Yes,314.0,208.0,373.0,449.0,226.0,No
8111,Air Miles,Letter,High,1,No,Low,2,1,4,Yes,1478.25,715.0,1307.0,1753.0,2138.0,No
6810,Air Miles,Postcard,Medium,2,Yes,High,3,1,4,No,257.75,302.0,53.0,277.0,399.0,No
11062,Points,Letter,Low,1,No,Low,2,2,3,No,247.25,67.0,203.0,372.0,347.0,Yes
12750,Cash Back,Postcard,Low,1,No,Low,2,1,2,Yes,911.75,1784.0,1188.0,633.0,42.0,No
4339,Cash Back,Postcard,Medium,2,No,Low,2,1,5,No,79.0,72.0,25.0,19.0,200.0,No
17958,Points,Letter,Medium,2,No,High,1,1,3,Yes,1100.0,1528.0,1388.0,547.0,937.0,No
16591,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,1219.0,789.0,405.0,2116.0,1566.0,No
3153,Points,Postcard,Medium,2,No,High,2,1,3,No,1219.75,81.0,1429.0,2078.0,1291.0,No
7146,Cash Back,Postcard,Medium,3,Yes,Low,2,2,2,No,1415.0,1458.0,1769.0,1784.0,649.0,No
11994,Points,Letter,Medium,2,No,Low,2,1,3,Yes,799.0,788.0,726.0,988.0,694.0,No
14724,Air Miles,Postcard,Medium,2,No,Medium,2,1,5,Yes,1305.25,678.0,1063.0,1796.0,1684.0,No
16983,Cash Back,Letter,Medium,1,No,Medium,2,1,4,No,918.75,1955.0,1144.0,420.0,156.0,No
16707,Cash Back,Postcard,Low,1,No,Low,1,1,4,No,981.0,1519.0,1299.0,723.0,383.0,No
15340,Cash Back,Postcard,Low,2,No,High,3,1,5,Yes,1330.75,673.0,1485.0,1918.0,1247.0,No
16177,Points,Letter,Medium,2,No,High,2,1,3,Yes,1384.25,1212.0,642.0,2138.0,1545.0,No
3101,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,3,Yes,773.5,648.0,991.0,532.0,923.0,No
17488,Points,Postcard,Medium,1,No,High,2,1,4,Yes,963.25,1604.0,1051.0,700.0,498.0,No
17644,Air Miles,Postcard,High,1,No,High,1,2,3,No,1313.5,1949.0,1411.0,1375.0,519.0,No
9740,Cash Back,Postcard,Low,1,Yes,High,3,2,3,Yes,1145.25,169.0,1232.0,1970.0,1210.0,No
2719,Cash Back,Postcard,Medium,2,No,Low,2,1,5,Yes,1031.0,502.0,877.0,2096.0,649.0,No
4351,Air Miles,Letter,High,1,No,Low,2,1,6,No,1185.25,2130.0,1463.0,680.0,468.0,No
16831,Cash Back,Letter,High,1,No,Low,2,1,4,Yes,1127.0,535.0,1120.0,1247.0,1606.0,No
8082,Cash Back,Letter,Low,1,No,Medium,1,1,1,No,1325.75,1416.0,1091.0,1358.0,1438.0,No
14333,Cash Back,Letter,Medium,1,No,Medium,2,2,2,Yes,738.0,530.0,642.0,820.0,960.0,No
13093,Cash Back,Letter,Low,1,No,Medium,2,1,4,No,811.75,880.0,549.0,802.0,1016.0,No
13603,Cash Back,Letter,Low,1,No,High,2,1,6,Yes,932.75,1986.0,1109.0,533.0,103.0,No
15467,Cash Back,Postcard,Low,1,No,High,2,1,3,Yes,971.75,204.0,1056.0,857.0,1770.0,No
488,Points,Letter,Low,2,No,High,2,1,3,Yes,1357.25,874.0,1613.0,1832.0,1110.0,No
1018,Cash Back,Postcard,High,2,No,Low,2,1,4,No,851.0,346.0,556.0,831.0,1671.0,No
15607,Points,Letter,Low,1,No,High,2,1,2,Yes,1071.75,169.0,1148.0,1623.0,1347.0,No
17399,Points,Letter,Medium,1,No,Low,2,1,4,Yes,785.0,927.0,774.0,576.0,863.0,No
3853,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,911.75,1628.0,1174.0,750.0,95.0,No
17846,Points,Postcard,Low,1,No,Low,1,1,3,No,1041.0,240.0,1179.0,1658.0,1087.0,Yes
